trade_date,symbol,open,high,low,close,pre_close,volume,amount,turnover,pct_chg,adjustment_mode,trading_status,is_st,pe_ttm,pb,benchmark_symbol,benchmark_return_1d,benchmark_return_5d,benchmark_return_20d,forward_return_1d,forward_return_5d,forward_return_20d,benchmark_excess_return_1d,benchmark_excess_return_5d,benchmark_excess_return_20d,label_ready_1d,label_ready_5d,label_ready_20d,source_provider,source_provider_priority,crosscheck_provider,crosscheck_status,source_warning_codes,panel_contract_status,universe_mode,non_actionable_disclaimer
2026-03-13,000651.SZ,37.88,38.66,37.8,38.6,37.88,59326449,2277902663.29,1.0757,1.9007,baostock_adjustflag_3_unadjusted,trading,false,6.823866,1.497077,000300.SH,0.0005181040,-0.0218717151,-0.0049228338,0.0046632124,-0.0098445596,-0.0373056995,0.0041451085,0.0120271555,-0.0323828657,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-16,000651.SZ,38.5,38.9,38.39,38.78,38.6,42274002,1637781202.46,0.7665,0.4663,baostock_adjustflag_3_unadjusted,trading,false,6.855687,1.504058,000300.SH,-0.0073037500,-0.0542778106,0.0063628864,0.0041258381,-0.0474471377,-0.0386797318,0.0114295881,0.0068306729,-0.0450426182,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-17,000651.SZ,38.9,39.2,38.83,38.94,38.78,43806523,1710460040.43,0.7943,0.4126,baostock_adjustflag_3_unadjusted,trading,false,6.883973,1.510264,000300.SH,0.0045053313,-0.0350876406,0.0103089653,0.0020544427,-0.0344119158,-0.0398048279,-0.0024508886,0.0006757248,-0.0501137933,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-18,000651.SZ,38.94,39.05,38.71,39.02,38.94,35354959,1374608874.49,0.6411,0.2054,baostock_adjustflag_3_unadjusted,trading,false,6.898115,1.513367,000300.SH,-0.0161176347,-0.0259463666,0.0168032878,-0.0117888262,-0.0228088160,-0.0435674013,0.0043288085,0.0031375506,-0.0603706891,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-19,000651.SZ,38.8,38.98,38.44,38.56,39.02,31205238,1207171579.22,0.5658,-1.1789,baostock_adjustflag_3_unadjusted,trading,false,6.816795,1.495526,000300.SH,-0.0035418526,-0.0230658975,0.0317286784,-0.0088174274,-0.0160788382,-0.0417531120,-0.0052755747,0.0069870593,-0.0734817904,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-20,000651.SZ,38.55,38.77,38.13,38.22,38.56,44759999,1717253687.28,0.8116,-0.8817,baostock_adjustflag_3_unadjusted,trading,false,6.756688,1.482339,000300.SH,-0.0326297823,-0.0141116373,0.0416954792,-0.0334903192,-0.0088958660,-0.0334903192,-0.0008605369,0.0052157712,-0.0751857984,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-23,000651.SZ,37.72,37.75,36.83,36.94,38.22,55367938,2058913574.66,1.0039,-3.349,baostock_adjustflag_3_unadjusted,trading,false,6.530404,1.432695,000300.SH,0.0128395965,0.0167390105,0.0792213965,0.0178668110,0.0192203573,-0.0008121278,0.0050272146,0.0024813468,-0.0800335243,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-24,000651.SZ,37.15,37.69,37.02,37.6,36.94,33340047,1245504739.82,0.6045,1.7867,baostock_adjustflag_3_unadjusted,trading,false,6.647082,1.458293,000300.SH,0.0140216966,-0.0055138839,0.0726088841,0.0140957447,0.0058510638,-0.0175531915,0.0000740481,0.0113649478,-0.0901620756,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-25,000651.SZ,37.68,38.15,37.55,38.13,37.6,26114192,990516783.12,0.4735,1.4096,baostock_adjustflag_3_unadjusted,trading,false,6.740777,1.478849,000300.SH,-0.0132081001,-0.0025121513,0.0548459695,-0.0049829531,-0.0028848676,-0.0306845004,0.0082251471,-0.0003727163,-0.0855304699,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-26,000651.SZ,38.16,38.35,37.9,37.94,38.13,19284413,734511604.08,0.3497,-0.4983,baostock_adjustflag_3_unadjusted,trading,false,6.707188,1.47148,000300.SH,0.0055913586,0.0003081607,0.0651775018,-0.0015814444,-0.0023721666,-0.0218766473,-0.0071728030,-0.0026803273,-0.0870541492,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-27,000651.SZ,37.61,38.01,37.48,37.88,37.94,19194682,726440920.33,0.348,-0.1581,baostock_adjustflag_3_unadjusted,trading,false,6.696581,1.469152,000300.SH,-0.0023586086,-0.0137212531,0.0596053169,-0.0060718057,-0.0108236536,-0.0097676874,-0.0037131971,0.0028975995,-0.0693730044,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-30,000651.SZ,37.51,37.76,37.4,37.65,37.88,21303166,800867963.62,0.3863,-0.6072,baostock_adjustflag_3_unadjusted,trading,false,6.655921,1.460232,000300.SH,-0.0093279533,-0.0114279545,0.0592745467,0.0045152722,-0.0084993360,0.0209827357,0.0138432256,0.0029286185,-0.0382918110,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-31,000651.SZ,37.65,38.37,37.65,37.82,37.65,30643446,1165908093.63,0.5556,0.4515,baostock_adjustflag_3_unadjusted,trading,false,6.685974,1.466825,000300.SH,0.0170823950,0.0326977726,0.0809648334,0.0052882073,-0.0005288207,0.0700687467,-0.0117941877,-0.0332265933,-0.0108960867,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-01,000651.SZ,38.07,38.13,37.83,38.02,37.82,19276933,732243270.05,0.3495,0.5288,baostock_adjustflag_3_unadjusted,trading,false,6.721331,1.474582,000300.SH,-0.0104180301,0.0088723613,0.0621378589,-0.0044713309,-0.0184113624,0.0533929511,0.0059466992,-0.0272837238,-0.0087449078,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-02,000651.SZ,38,38.01,37.7,37.85,38.02,19646235,743233958.11,0.3562,-0.4471,baostock_adjustflag_3_unadjusted,trading,false,6.691278,1.467989,000300.SH,-0.0085121525,0.0351985764,0.0889008119,-0.0100396301,-0.0134742404,0.0554821664,-0.0015274776,-0.0486728168,-0.0334186455,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-03,000651.SZ,37.81,37.91,37.38,37.47,37.85,17213519,646629951.72,0.3121,-1.004,baostock_adjustflag_3_unadjusted,trading,false,6.6241,1.453251,000300.SH,-0.0000388895,0.0462453192,0.1035223494,-0.0037363224,-0.0082732853,0.0645850013,-0.0036974329,-0.0545186045,-0.0389373480,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-07,000651.SZ,37.48,37.51,37.07,37.33,37.47,20834069,775656492.03,0.3778,-0.3736,baostock_adjustflag_3_unadjusted,trading,false,6.59935,1.447821,000300.SH,0.0348915090,0.0587007497,0.0971252593,0.0125904099,-0.0013394053,0.0691133137,-0.0223010991,-0.0600401550,-0.0280119456,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-08,000651.SZ,37.64,37.86,37.6,37.8,37.33,28502074,1075869149.47,0.5168,1.259,baostock_adjustflag_3_unadjusted,trading,false,6.682439,1.46605,000300.SH,-0.0063827533,0.0195167679,0.0775272024,-0.0126984127,-0.0108465608,0.0703703704,-0.0063156594,-0.0303633288,-0.0071568320,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-09,000651.SZ,37.6,37.78,37.21,37.32,37.8,25475196,952135812.23,0.4619,-1.2698,baostock_adjustflag_3_unadjusted,trading,false,6.597582,1.447433,000300.SH,0.0154048081,0.0373139844,0.0836189432,0.0005359057,0.0000000000,0.0809217578,-0.0148689025,-0.0373139844,-0.0026971854,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-10,000651.SZ,37.29,37.44,37.15,37.34,37.32,17131185,639939705.08,0.3106,0.0536,baostock_adjustflag_3_unadjusted,trading,false,6.601118,1.448209,000300.SH,0.0020681472,0.0198651567,0.0780267636,-0.0048205678,-0.0104445635,0.0792715587,-0.0068887150,-0.0303097201,0.0012447951,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-13,000651.SZ,37.28,37.28,37.04,37.16,37.34,18407516,683305357.72,0.3338,-0.4821,baostock_adjustflag_3_unadjusted,trading,false,6.569297,1.441228,000300.SH,0.0118655328,0.0239525607,0.0577773499,0.0032292788,-0.0059203445,0.0823466093,-0.0086362540,-0.0298729051,0.0245692594,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-14,000651.SZ,37.2,37.35,37.1,37.28,37.16,20105900,747700875.52,0.3646,0.3229,baostock_adjustflag_3_unadjusted,trading,false,6.590511,1.445882,000300.SH,-0.0034112598,0.0141904433,0.0336735688,0.0029506438,-0.0099248927,0.0804721030,0.0063619036,-0.0241153361,0.0467985342,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-15,000651.SZ,37.33,37.46,37.21,37.39,37.28,22335168,834462048.39,0.405,0.2951,baostock_adjustflag_3_unadjusted,trading,false,6.609957,1.450148,000300.SH,0.0109623477,0.0244129316,0.0316477059,-0.0018721583,-0.0120353036,0.0620486761,-0.0128345060,-0.0364482352,0.0304009702,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-16,000651.SZ,37.4,37.52,37.23,37.32,37.39,21937531,818475410.82,0.3978,-0.1872,baostock_adjustflag_3_unadjusted,trading,false,6.597582,1.447433,000300.SH,-0.0016754818,0.0104968794,0.0245482648,-0.0099142551,-0.0096463023,0.0600214362,-0.0082387733,-0.0201431817,0.0354731714,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-17,000651.SZ,37.25,37.25,36.93,36.95,37.32,38950350,1440862485.94,0.7062,-0.9914,baostock_adjustflag_3_unadjusted,trading,false,6.532172,1.433083,000300.SH,0.0060842246,0.0086064763,0.0258060636,-0.0002706360,0.0043301759,0.0692828146,-0.0063548606,-0.0042763004,0.0434767510,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-20,000651.SZ,36.93,37.01,36.8,36.94,36.95,26978643,995994349.16,0.4892,-0.0271,baostock_adjustflag_3_unadjusted,trading,false,6.530404,1.432695,000300.SH,0.0022186503,0.0028387104,0.0053927511,-0.0008121278,0.0154304277,0.0519761776,-0.0030307781,0.0125917173,0.0465834265,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-21,000651.SZ,36.98,37.2,36.88,36.91,36.94,27651661,1023172300.99,0.5014,-0.0812,baostock_adjustflag_3_unadjusted,trading,false,6.525101,1.431532,000300.SH,0.0066338129,-0.0020530005,0.0161700186,0.0008127879,0.0414521810,0.0495800596,-0.0058210250,0.0435051814,0.0334100410,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-22,000651.SZ,36.91,36.95,36.61,36.94,36.91,22773863,838683088.05,0.4129,0.0813,baostock_adjustflag_3_unadjusted,trading,false,6.530404,1.432695,000300.SH,-0.0027709862,0.0022334652,0.0254124748,0.0005414185,0.0955603682,0.0457498646,0.0033124047,0.0933269029,0.0203373899,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-23,000651.SZ,36.95,37.08,36.78,36.96,36.94,22508945,830889312.63,0.4081,0.0541,baostock_adjustflag_3_unadjusted,trading,false,6.53394,1.433471,000300.SH,-0.0035431133,0.0043832356,0.0337465430,0.0040584416,0.0836038961,0.0519480519,0.0076015549,0.0792206605,0.0182015090,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-24,000651.SZ,36.81,37.16,36.71,37.11,36.96,30838324,1141101913.13,0.5592,0.4058,baostock_adjustflag_3_unadjusted,trading,false,6.560458,1.439289,000300.SH,0.0003308824,0.0225867205,0.0291029287,0.0107787658,0.0765292374,0.0404203719,0.0104478835,0.0539425169,0.0113174432,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-27,000651.SZ,37.01,37.85,36.98,37.51,37.11,45172356,1694388405.29,0.8191,1.0779,baostock_adjustflag_3_unadjusted,trading,false,6.631171,1.454802,000300.SH,-0.0026700360,0.0271566426,0.0300289236,0.0247933884,0.0634497467,0.0098640363,0.0274634244,0.0362931041,-0.0201648874,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-28,000651.SZ,37.41,38.47,37.36,38.44,37.51,72504286,2755183336.41,1.3146,2.4793,baostock_adjustflag_3_unadjusted,trading,false,6.79558,1.490872,000300.SH,0.0109575909,0.0238963687,0.0281435766,0.0528095734,0.0382414152,0.0189906348,0.0418519825,0.0143450465,-0.0091529419,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-29,000651.SZ,39.99,40.88,39.6,40.47,38.44,200704092,8098172737.91,3.6346,5.281,baostock_adjustflag_3_unadjusted,trading,false,7.768425,1.491136,000300.SH,-0.0006319503,0.0294136381,0.0070491383,-0.0103780578,-0.0002470966,-0.0340993328,-0.0097461075,-0.0296607347,-0.0411484712,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-30,000651.SZ,40.49,40.86,40.05,40.05,40.47,76438186,3084996599.17,1.3842,-1.0378,baostock_adjustflag_3_unadjusted,trading,false,7.687804,1.475661,000300.SH,0.0145167141,0.0292761837,0.0223102461,-0.0024968789,0.0072409488,-0.0132334582,-0.0170135930,-0.0220352349,-0.0355437043,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-06,000651.SZ,40,40.15,39.51,39.95,40.05,61780035,2456659973.45,1.1188,-0.2497,baostock_adjustflag_3_unadjusted,trading,false,7.668609,1.471977,000300.SH,0.0048013436,0.0248608126,0.0126542384,-0.0015018773,0.0087609512,-0.0112640801,-0.0063032209,-0.0160998614,-0.0239183185,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-07,000651.SZ,39.9,40.27,39.75,39.89,39.95,43750765,1747721639.82,0.7923,-0.1502,baostock_adjustflag_3_unadjusted,trading,false,7.657091,1.469766,000300.SH,-0.0058356378,0.0028746601,0.0008643182,0.0005013788,0.0082727501,-0.0253196290,0.0063370165,0.0053980900,-0.0261839472,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-08,000651.SZ,39.85,40.19,39.77,39.91,39.89,38775561,1550905021,0.7022,0.0501,baostock_adjustflag_3_unadjusted,trading,false,7.66093,1.470503,000300.SH,0.0164051396,-0.0025286786,-0.0112876213,0.0137810073,0.0092708594,-0.0363317464,-0.0026241324,0.0117995380,-0.0250441251,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-11,000651.SZ,39.85,40.7,39.6,40.46,39.91,67935385,2746551242.34,1.2303,1.3781,baostock_adjustflag_3_unadjusted,trading,false,7.766506,1.490768,000300.SH,-0.0007653928,-0.0238927310,-0.0481035259,-0.0029658922,-0.0185368265,-0.0580820564,-0.0022004995,0.0053559045,-0.0099785305,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-12,000651.SZ,40.45,40.85,40.22,40.34,40.46,46472460,1882458840.74,0.8416,-0.2966,baostock_adjustflag_3_unadjusted,trading,false,7.743471,1.486346,000300.SH,0.0101646579,-0.0192324991,-0.0295542695,-0.0009915716,-0.0193356470,-0.0609816559,-0.0111562296,-0.0001031479,-0.0314273864,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-13,000651.SZ,40.29,40.56,40.08,40.3,40.34,33782010,1360917807.52,0.6118,-0.0992,baostock_adjustflag_3_unadjusted,trading,false,7.735793,1.484873,000300.SH,-0.0167544768,-0.0295381366,-0.0499662718,-0.0019851117,-0.0196029777,-0.0521091811,0.0147693651,0.0099351590,-0.0021429093,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-14,000651.SZ,40.25,40.59,40.12,40.22,40.3,37300235,1505627121.15,0.6755,-0.1985,baostock_adjustflag_3_unadjusted,trading,false,7.720436,1.481925,000300.SH,-0.0111920466,-0.0267569238,-0.0391049146,0.0014917951,-0.0338140229,-0.0427647936,0.0126838418,-0.0070570991,-0.0036598790,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-15,000651.SZ,40.09,40.68,39.92,40.28,40.22,48979573,1981438232.85,0.887,0.1492,baostock_adjustflag_3_unadjusted,trading,false,7.731954,1.484136,000300.SH,-0.0053644413,-0.0029831924,-0.0169298345,-0.0141509434,-0.0382323734,-0.0434458788,-0.0087865021,-0.0352491810,-0.0265160444,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-18,000651.SZ,40.24,40.6,39.61,39.71,40.28,40209061,1607481149.89,0.7282,-1.4151,baostock_adjustflag_3_unadjusted,trading,false,7.622539,1.463134,000300.SH,0.0040052560,0.0182214272,0.0120386086,-0.0037773860,-0.0271971796,-0.0465877613,-0.0077826421,-0.0454186067,-0.0586263699,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-19,000651.SZ,39.7,39.9,39.45,39.56,39.71,40094590,1587822667.33,0.7261,-0.3777,baostock_adjustflag_3_unadjusted,trading,false,7.593746,1.457607,000300.SH,-0.0004498769,0.0195690059,0.0064598711,-0.0012639029,-0.0171890799,-0.0573811931,-0.0008140260,-0.0367580858,-0.0638410642,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-20,000651.SZ,39.56,39.72,39.16,39.51,39.56,34267226,1353385815.56,0.6206,-0.1264,baostock_adjustflag_3_unadjusted,trading,false,7.584148,1.455765,000300.SH,-0.0139366277,0.0118480632,0.0166339085,-0.0164515313,-0.0227790433,-0.0597317135,-0.0025149036,-0.0346271064,-0.0763656220,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-05-21,000651.SZ,39.51,39.6,38.82,38.86,39.51,36224013,1420574383.08,0.656,-1.6452,baostock_adjustflag_3_unadjusted,trading,false,7.459377,1.431815,000300.SH,0.0129618931,0.0274122987,0.0331377307,-0.0030880082,-0.0252187339,-0.0550694802,-0.0160499014,-0.0526310326,-0.0882072108,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2025-11-19,000725.SZ,3.92,3.94,3.88,3.92,3.93,443266090,1731734666.05,1.2076,-0.2545,baostock_adjustflag_3_unadjusted,trading,false,22.171254,1.09622,000300.SH,-0.0050877100,-0.0154015256,-0.0018344952,-0.0051020408,-0.0153061224,0.0637755102,-0.0000143308,0.0000954032,0.0656100054,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2025-11-20,000725.SZ,3.92,3.94,3.9,3.9,3.92,354267523,1388610092.36,0.9651,-0.5102,baostock_adjustflag_3_unadjusted,trading,false,22.058135,1.090628,000300.SH,-0.0243903529,-0.0108534855,-0.0026628341,-0.0179487179,-0.0153846154,0.0538461538,0.0064416349,-0.0045311299,0.0565089879,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
