trade_date,existing_composite_regime_label,benchmark_trend_regime,benchmark_volatility_regime,breadth_regime,dispersion_regime,liquidity_regime,downside_risk_regime,broad_index_trend_5d,broad_index_trend_20d,broad_index_volatility_20d,market_turnover_level,market_liquidity_pressure,sector_breadth_positive_share,sector_dispersion_level,northbound_flow_level,margin_financing_pressure,suspension_pressure,st_risk_share,source_coverage_score,external_data_quality_score,no_lookahead_status,data_status,non_actionable_disclaimer
2026-04-30,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,0.0292761837,0.0223102461,0.0097976172,2.0748000000,liquidity_expanded_review_only,0.3600000000,1.9291548518,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-06,risk_on_low_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,0.0248608126,0.0126542384,0.0093453397,2.3713100000,liquidity_expanded_review_only,0.6000000000,2.4415767900,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-07,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,0.0028746601,0.0008643182,0.0095833777,2.1680060000,liquidity_expanded_review_only,0.5200000000,2.3406459562,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-08,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0025286786,-0.0112876213,0.0072279843,1.8827580000,liquidity_normal_review_only,0.3200000000,1.6488307835,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-11,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,-0.0238927310,-0.0481035259,0.0069311949,2.4998540000,liquidity_expanded_review_only,0.8000000000,2.4418286650,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-12,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,-0.0192324991,-0.0295542695,0.0065874313,2.0793900000,liquidity_expanded_review_only,0.2800000000,1.9157067601,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-13,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,-0.0295381366,-0.0499662718,0.0079658733,2.0253260000,liquidity_expanded_review_only,0.4200000000,2.6020814378,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-14,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_mixed_review_only,-0.0267569238,-0.0391049146,0.0082405965,2.0238980000,liquidity_expanded_review_only,0.1600000000,2.2009769169,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-15,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_mixed_review_only,-0.0029831924,-0.0169298345,0.0083117538,1.9969760000,liquidity_expanded_review_only,0.2000000000,1.8908598988,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-18,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,0.0182214272,0.0120386086,0.0080539664,1.7337020000,liquidity_normal_review_only,0.2800000000,2.1608975118,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-19,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,0.0195690059,0.0064598711,0.0080361495,1.6506640000,liquidity_normal_review_only,0.5200000000,1.8335153115,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-20,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,0.0118480632,0.0166339085,0.0086055191,1.6510000000,liquidity_normal_review_only,0.3600000000,1.9088102560,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-05-21,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,0.0274122987,0.0331377307,0.0090328354,2.4550380000,liquidity_expanded_review_only,0.2600000000,3.4898160958,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
