trade_date,benchmark_symbol,base_composite_regime_label,refined_composite_regime_label,benchmark_trend_regime,benchmark_volatility_regime,breadth_regime,dispersion_regime,liquidity_regime,downside_risk_regime,benchmark_trend_expanded_agreement,benchmark_volatility_expanded_agreement,breadth_expanded_agreement,dispersion_expanded_agreement,liquidity_expanded_agreement,downside_risk_expanded_agreement,broad_index_trend_20d,broad_index_volatility_20d,sector_breadth_positive_share,sector_dispersion_level,market_liquidity_pressure,expanded_dimension_available_count,expanded_dimension_agreement_count,regime_confidence_tier,source_coverage_score,external_data_quality_score,regime_refinement_status,no_lookahead_status,non_actionable_disclaimer
2026-04-07,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0971252593,0.0138171449,0.3400000000,1.7289111119,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-08,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0775272024,0.0137678558,0.9600000000,2.7234360878,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-09,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0836189432,0.0142309981,0.1800000000,1.9134986148,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-10,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0780267636,0.0142176118,0.7600000000,2.2051311672,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-13,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0577773499,0.0144571842,0.4600000000,1.8087469683,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-14,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0336735688,0.0143778582,0.7800000000,1.7507961078,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-15,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,diverge_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0316477059,0.0145332194,0.4400000000,1.9496230702,liquidity_normal_review_only,5,4,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-16,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0245482648,0.0140174297,0.5400000000,2.0378935045,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-17,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0258060636,0.0139957609,0.2000000000,2.0979365548,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-20,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0053927511,0.0115060959,0.5200000000,2.1743628452,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-21,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0161700186,0.0113429463,0.4000000000,1.9056912199,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-22,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0254124748,0.0111585668,0.5600000000,2.4054513164,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-23,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0337465430,0.0106555979,0.2600000000,2.3823192280,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-24,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,diverge_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0291029287,0.0106586964,0.4400000000,3.1012250947,liquidity_expanded_review_only,5,4,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-27,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0300289236,0.0106666724,0.5400000000,2.5267449639,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-28,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0281435766,0.0104134021,0.5400000000,2.9653366019,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-29,000300.SH,risk_on_high_vol_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,diverge_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0070491383,0.0100043995,0.7800000000,2.4163781287,liquidity_expanded_review_only,5,4,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-30,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0223102461,0.0097976172,0.3600000000,1.9291548518,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-06,000300.SH,risk_on_low_vol_review_only,risk_on_low_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0126542384,0.0093453397,0.6000000000,2.4415767900,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-07,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0008643182,0.0095833777,0.5200000000,2.3406459562,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-08,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0112876213,0.0072279843,0.3200000000,1.6488307835,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-11,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0481035259,0.0069311949,0.8000000000,2.4418286650,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-12,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0295542695,0.0065874313,0.2800000000,1.9157067601,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-13,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0499662718,0.0079658733,0.4200000000,2.6020814378,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-14,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0391049146,0.0082405965,0.1600000000,2.2009769169,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-15,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0169298345,0.0083117538,0.2000000000,1.8908598988,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-18,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0120386086,0.0080539664,0.2800000000,2.1608975118,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-19,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,diverge_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0064598711,0.0080361495,0.5200000000,1.8335153115,liquidity_normal_review_only,5,4,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-20,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0166339085,0.0086055191,0.3600000000,1.9088102560,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-05-21,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0331377307,0.0090328354,0.2600000000,3.4898160958,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
