refined_factor_id,source_factor_id,refinement_type,factor_family,regime_label,row_count,valid_factor_value_count,unique_symbols,unique_trade_dates,regime_sample_size_status,mean_ic_1d,mean_ic_5d,mean_ic_20d,mean_rank_ic_1d,mean_rank_ic_5d,mean_rank_ic_20d,ic_positive_rate_1d,top_minus_bottom_excess_spread_1d,top_minus_bottom_excess_spread_5d,top_minus_bottom_excess_spread_20d,direction_status_1d,direction_status_5d,direction_status_20d,sign_flip_count,stable_window_count,unstable_window_count,regime_stability_status,regime_conditional_status,regime_conditional_reason,no_lookahead_status,non_actionable_disclaimer
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d,liquidity_filtered,volatility_adjusted_momentum,risk_on_low_vol_review_only,100,78,50,2,insufficient_regime_sample,-0.0598242706,-0.2081456929,-0.2343262952,-0.0665991903,-0.1794054235,-0.1925101215,0.5000000000,-0.0054124405,-0.0192679663,-0.0630564742,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,insufficient_composite_regime_evidence_review_only,950,182,50,19,insufficient_regime_evidence,0.0825586903,0.3063983133,0.1057963586,0.0490580848,0.1193092622,0.0796703297,0.5714285714,0.0003159357,0.0234967883,0.0074783049,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,2,0,sign_stable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,liquidity_stress_review_only,950,247,50,19,insufficient_regime_sample,0.0719400777,0.0446341556,0.1121531867,0.0410705678,0.0566801619,0.1286871024,0.5789473684,0.0061057805,0.0069812821,0.0230139824,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,1,0,sign_stable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,mixed_uncertain_review_only,1900,494,50,38,insufficient_regime_sample,0.0364480247,0.0417248695,0.0745133553,0.0167727010,0.0587044534,0.0441006362,0.4736842105,0.0014340598,0.0084735918,0.0101836576,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,2,2,2,sign_unstable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,risk_off_high_vol_review_only,850,221,50,17,insufficient_regime_sample,-0.0575351480,-0.0879135755,0.0442747190,-0.0219780220,-0.0572074984,0.0219780220,0.4117647059,-0.0033147947,-0.0095605952,-0.0057250051,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,1,1,1,sign_unstable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,risk_on_high_vol_review_only,1250,325,50,25,insufficient_regime_sample,0.0177581114,0.0049983546,0.2170678993,0.0070329670,0.0024175824,0.2028571429,0.4800000000,0.0016738038,-0.0022171391,0.0430013748,expected_direction_aligned,inverse_signal_warning,expected_direction_aligned,1,1,1,sign_unstable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d,review_queue_conditioned,volatility_adjusted_momentum,risk_on_low_vol_review_only,100,26,50,2,insufficient_regime_sample,-0.2649284714,-0.1474783022,-0.1680114458,-0.2390109890,-0.1126373626,-0.1401098901,0.0000000000,-0.0146128368,-0.0321019801,-0.0841434167,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,insufficient_composite_regime_evidence_review_only,950,681,50,19,insufficient_regime_evidence,0.0498209704,0.1685824907,0.0978258511,0.0479770215,0.0678898015,0.1264496373,0.6428571429,0.0022882056,0.0103710306,0.0129005466,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,2,0,sign_stable,not_ready,regime_evidence_insufficient,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,liquidity_stress_review_only,950,923,50,19,sufficient_regime_sample,0.0016852129,-0.0338902647,0.0741580738,-0.0123849906,-0.0428195909,0.0438306254,0.4736842105,0.0014519393,-0.0030152128,0.0057429907,expected_direction_aligned,inverse_signal_warning,expected_direction_aligned,0,1,0,sign_stable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,mixed_uncertain_review_only,1900,1803,50,38,sufficient_regime_sample,0.0180931512,0.0149720717,0.0394074778,-0.0306942086,-0.0086381283,-0.0292759622,0.4736842105,-0.0005446241,0.0017852005,-0.0012842578,inverse_signal_warning,expected_direction_aligned,inverse_signal_warning,2,2,2,sign_unstable,not_ready,conflicting_direction_across_horizons,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,risk_off_high_vol_review_only,850,808,50,17,sufficient_regime_sample,-0.0160276087,-0.0243740565,-0.0036673617,-0.0139439644,-0.0177851366,-0.0829653063,0.4705882353,-0.0012515511,-0.0007607988,-0.0005159786,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,1,1,1,sign_unstable,not_ready,no_aligned_directional_evidence,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,risk_on_high_vol_review_only,1250,1158,50,25,sufficient_regime_sample,0.0665100538,0.0248964137,0.1174055136,0.0405278711,0.0161314206,0.0959447015,0.5600000000,0.0007550071,0.0006052995,0.0152495383,expected_direction_aligned,expected_direction_aligned,expected_direction_aligned,0,2,0,sign_stable,conditionally_useful,aligned_stable_regime_signal_but_not_base_validated_candidate,passed_current_or_past_only,research_only
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d,risk_filtered,volatility_adjusted_momentum,risk_on_low_vol_review_only,100,92,50,2,insufficient_regime_sample,0.0136735485,-0.0967049567,-0.1927884281,0.0383748809,-0.0753984592,-0.1693798531,0.5000000000,-0.0002464298,-0.0146338766,-0.0534226556,inverse_signal_warning,inverse_signal_warning,inverse_signal_warning,0,0,0,not_evaluable,not_ready,regime_sample_insufficient,passed_current_or_past_only,research_only
